FrameNo, head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
0,0.010775,0.73884,-0.044677,-0.14273,0.46091,-0.013232,-0.1845,0.2346,0.002369,0.15392,0.45858,-0.012802,0.20076,0.23238,-0.005907,-0.21986,0.064394,-0.069788,0.22312,0.0548,-0.064245,-0.067545,-0.002292,-0.034191,0.066407,-0.005712,-0.033202,-0.11332,-0.3216,-0.035146,0.10717,-0.3245,-0.028802,-0.10601,-0.64297,0.002519,0.12067,-0.63468,0.001701
1,0.010727,0.73882,-0.04399,-0.14262,0.46102,-0.013229,-0.19437,0.23632,-0.001767,0.1522,0.4597,-0.012717,0.20818,0.24807,-0.013827,-0.23373,0.075299,-0.08217,0.23267,0.061799,-0.079001,-0.067587,-0.002314,-0.034216,0.066517,-0.005622,-0.033272,-0.1134,-0.32154,-0.035047,0.10719,-0.32432,-0.028728,-0.10583,-0.6446,0.003156,0.12067,-0.63472,0.001709
2,0.010702,0.73897,-0.043252,-0.1425,0.46138,-0.012461,-0.20689,0.24423,-0.009351,0.1515,0.4603,-0.013232,0.21461,0.25332,-0.020296,-0.26175,0.10591,-0.099457,0.25222,0.082579,-0.10228,-0.067597,-0.002318,-0.034217,0.066823,-0.005385,-0.033514,-0.11356,-0.32189,-0.034592,0.10724,-0.32409,-0.028475,-0.10543,-0.64526,0.003231,0.12071,-0.63457,0.001705
3,0.01061,0.73892,-0.042652,-0.14138,0.46182,-0.013273,-0.22227,0.25775,-0.023554,0.15145,0.46046,-0.014167,0.22345,0.26039,-0.034846,-0.27083,0.11595,-0.11183,0.27704,0.080762,-0.14482,-0.067585,-0.002323,-0.03421,0.067354,-0.005268,-0.033267,-0.11362,-0.32178,-0.034021,0.10728,-0.32381,-0.028244,-0.10553,-0.64525,0.003568,0.12099,-0.63402,0.001667
4,0.010747,0.73888,-0.041968,-0.14059,0.46259,-0.013782,-0.2346,0.27887,-0.033863,0.15088,0.46215,-0.014312,0.23495,0.27747,-0.051819,-0.29756,0.15536,-0.14004,0.29331,0.12829,-0.1522,-0.067512,-0.001881,-0.034153,0.067805,-0.004337,-0.032991,-0.1137,-0.32139,-0.033519,0.10751,-0.32266,-0.027926,-0.10543,-0.6458,0.00381,0.12111,-0.63361,0.00164
5,0.010693,0.73887,-0.04067,-0.13982,0.46518,-0.012469,-0.24957,0.29707,-0.044899,0.14963,0.4634,-0.014779,0.24479,0.28989,-0.06278,-0.32254,0.1824,-0.16703,0.31053,0.15323,-0.17152,-0.067302,-0.001224,-0.033571,0.068248,-0.003364,-0.032688,-0.1139,-0.31838,-0.032761,0.10756,-0.32203,-0.027447,-0.10717,-0.64109,0.004475,0.12125,-0.63344,0.001631
6,0.01082,0.739,-0.039488,-0.13966,0.46592,-0.012171,-0.26511,0.32581,-0.057304,0.14811,0.46528,-0.015289,0.25823,0.30306,-0.077902,-0.34199,0.23062,-0.18264,0.33679,0.19953,-0.19469,-0.067164,-0.000748,-0.032598,0.068634,-0.002584,-0.032648,-0.11389,-0.3162,-0.032306,0.10756,-0.32195,-0.027368,-0.10779,-0.63897,0.005209,0.12143,-0.63363,0.001813
7,0.011113,0.73891,-0.037706,-0.14188,0.47107,-0.010802,-0.27897,0.381,-0.0754,0.15256,0.47213,-0.014987,0.27718,0.37651,-0.097057,-0.36124,0.3321,-0.20939,0.36196,0.30617,-0.23388,-0.067252,0.002302,-0.030752,0.068403,0.000618,-0.032129,-0.11388,-0.31647,-0.031587,0.10703,-0.32083,-0.026094,-0.10758,-0.63666,0.004283,0.12176,-0.63184,0.002363
8,0.011252,0.73893,-0.036566,-0.14189,0.47438,-0.010617,-0.28731,0.41638,-0.084653,0.15329,0.47655,-0.015549,0.28597,0.41341,-0.10787,-0.37396,0.39614,-0.22455,0.37495,0.37218,-0.24803,-0.067111,0.004148,-0.029974,0.068516,0.002734,-0.032125,-0.11392,-0.31529,-0.031352,0.10695,-0.32015,-0.025701,-0.10764,-0.63617,0.004283,0.12195,-0.63121,0.002527
9,0.011429,0.73895,-0.035433,-0.14194,0.47838,-0.010597,-0.29277,0.45234,-0.092089,0.15421,0.48117,-0.016192,0.29291,0.45055,-0.11576,-0.38177,0.46113,-0.23471,0.38458,0.43969,-0.25917,-0.066963,0.006218,-0.029352,0.068605,0.005071,-0.032126,-0.11392,-0.31412,-0.031349,0.10687,-0.31954,-0.025392,-0.10764,-0.63577,0.004283,0.12211,-0.63063,0.002677
