FrameNo,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z,activity_label
0,0.0045114999999999,0.7611795,0.1860445,-0.1443585,0.5994695,0.1267165,-0.2285985,0.8329195,0.0276425,0.1881415,0.5982595,0.0813275,0.2822814999999999,0.7965895000000001,0.0244815,-0.2391985,1.0529795,-0.0166175,0.3285614999999999,1.0660794999999998,-0.0084824999999999,-0.0782905,0.0007604999999999,-0.0011654999999999,0.0782905,-0.0007605,0.0011654999999999,-0.1536585,-0.5778305,-0.0092555,0.1552915,-0.5985705,-0.0239845,-0.1761385,-0.9455005,0.0173315,0.2129915,-1.0055205,-0.0923554999999999,0
1,0.0047369999999999,0.761172,0.1859345,-0.144433,0.599642,0.1265875,-0.228563,0.8312919999999999,0.0270335,0.188227,0.597032,0.0804965,0.282117,0.7955019999999999,0.0237455,-0.2398229999999999,1.051322,-0.0173425,0.328987,1.066522,-0.0100225,-0.078302,0.000802,-0.0011924999999999,0.078302,-0.000802,0.0011924999999999,-0.153603,-0.577978,-0.0090925,0.155297,-0.5986180000000001,-0.0239255,-0.176363,-0.945688,0.0166565,0.212817,-1.0058779999999998,-0.0924555,0
2,0.0081895,0.7560720000000001,0.1836225,-0.1426405,0.5940420000000001,0.1248644999999999,-0.2263905,0.818822,0.0251754999999999,0.1856295,0.581392,0.0728685,0.2798195,0.780852,0.0224804999999999,-0.2383105,1.038892,-0.0189685,0.3311794999999999,1.061592,-0.0134244999999999,-0.0771795,0.000657,0.0066044999999999,0.0771795,-0.0006569999999999,-0.0066044999999999,-0.1518605,-0.583538,-0.0107135,0.1560895,-0.598088,-0.0261175,-0.1746105,-0.951758,0.0149294999999999,0.2145895,-1.012008,-0.0939875,0
3,0.0110949999999999,0.7568269999999999,0.1803495,-0.141857,0.5926469999999999,0.1243054999999999,-0.225727,0.814797,0.0255615,0.185593,0.575197,0.0720315,0.278923,0.7750570000000001,0.0213655,-0.2377469999999999,1.034787,-0.0193395,0.3285329999999999,1.0252869999999998,-0.0210344999999999,-0.076831,0.000759,0.0085755,0.076831,-0.0007589999999999,-0.0085755,-0.151127,-0.585183,-0.0107485,0.1565829999999999,-0.5980430000000001,-0.0269585,-0.174457,-0.953863,0.0141305,0.215943,-1.013213,-0.0941104999999999,0
4,0.0121305,0.757559,0.177968,-0.1413195,0.5923489999999999,0.123915,-0.2251395,0.811959,0.0263829999999999,0.1819805,0.564889,0.067731,0.2750905,0.765639,0.0221579999999999,-0.2372895,1.031999,-0.018165,0.3333405,1.053899,-0.02142,-0.0766455,0.000721,0.0100739999999999,0.0766455,-0.0007209999999999,-0.010074,-0.1505495,-0.584941,-0.01096,0.1571805,-0.597871,-0.027921,-0.1732995,-0.953691,0.0149369999999999,0.2186305,-1.010301,-0.0914219999999999,0
5,0.0129175,0.759502,0.175314,-0.1418674999999999,0.594352,0.1252,-0.2255174999999999,0.8111919999999999,0.0280549999999999,0.1816225,0.566892,0.069187,0.2747325,0.7675719999999999,0.0230709999999999,-0.2379974999999999,1.0313720000000002,-0.015725,0.3328724999999999,1.056972,-0.020399,-0.0767535,0.0003549999999999,0.008252,0.0767535,-0.000355,-0.008252,-0.1509674999999999,-0.583608,-0.009466,0.1567724999999999,-0.597568,-0.026465,-0.1753974999999999,-0.953148,0.015115,0.2166825,-1.009628,-0.091996,0
6,0.0134259999999999,0.759694,0.168715,-0.141639,0.595684,0.125443,-0.225499,0.811314,0.0292179999999999,0.181511,0.567524,0.069114,0.2746909999999999,0.768214,0.0233359999999999,-0.237989,1.031594,-0.013851,0.333011,1.059894,-0.02043,-0.076897,0.000409,0.0074849999999999,0.076897,-0.0004089999999999,-0.007485,-0.150749,-0.582856,-0.008799,0.157011,-0.597596,-0.025832,-0.175459,-0.950606,0.0156229999999999,0.216771,-1.009606,-0.093475,0
7,0.0152195,0.7584015000000001,0.163286,-0.1421955,0.5943515,0.12527,-0.2265355,0.8014715,0.031877,0.1830245,0.5709215,0.070826,0.2765845,0.7723115,0.021684,-0.2404555,1.0290715,-0.0132409999999999,0.3315045,1.0609715,-0.0199109999999999,-0.0764545,0.0004835,0.007944,0.0764545,-0.0004835,-0.007944,-0.1510955,-0.5853785,-0.0095929999999999,0.1570345,-0.5976385,-0.0258179999999999,-0.1744955,-0.9512385,0.016582,0.2168845,-1.0111285,-0.093504,0
8,0.0161795,0.7585315,0.1592259999999999,-0.1422955,0.5945715,0.1251769999999999,-0.2267955,0.7986215,0.032261,0.1827945,0.5705415,0.070643,0.2764445,0.7721615000000001,0.0212049999999999,-0.2417355,1.0278714999999998,-0.012884,0.3315345,1.0613715,-0.019927,-0.0764405,0.0004835,0.0079849999999999,0.0764405,-0.0004835,-0.0079849999999999,-0.1510855,-0.5853785,-0.0097249999999999,0.1570544999999999,-0.5976385,-0.0258609999999999,-0.1745355,-0.9511085,0.016647,0.2170544999999999,-1.0109285,-0.0932539999999999,0
9,0.017155,0.7586115,0.1552355,-0.1424119999999999,0.5947515,0.1250784999999999,-0.227132,0.7959315,0.0323875,0.182818,0.5705315,0.0706715,0.276438,0.7721615000000001,0.0207175,-0.243192,1.0269715,-0.0127685,0.331548,1.0617715,-0.0199475,-0.076426,0.0004835,0.0080145,0.076426,-0.0004835,-0.0080145,-0.151122,-0.5853585,-0.0098875,0.157078,-0.5976385,-0.0259444999999999,-0.1745519999999999,-0.9508385,0.0167625,0.217178,-1.0105285000000002,-0.0930245,0
