FrameNo,nose_3d_x,nose_3d_y,nose_3d_z,left_shoulder_3d_x,left_shoulder_3d_y,left_shoulder_3d_z,left_elbow_3d_x,left_elbow_3d_y,left_elbow_3d_z,right_shoulder_3d_x,right_shoulder_3d_y,right_shoulder_3d_z,right_elbow_3d_x,right_elbow_3d_y,right_elbow_3d_z,left_wrist_3d_x,left_wrist_3d_y,left_wrist_3d_z,right_wrist_3d_x,right_wrist_3d_y,right_wrist_3d_z,left_hip_3d_x,left_hip_3d_y,left_hip_3d_z,right_hip_3d_x,right_hip_3d_y,right_hip_3d_z,left_knee_3d_x,left_knee_3d_y,left_knee_3d_z,right_knee_3d_x,right_knee_3d_y,right_knee_3d_z,left_ankle_3d_x,left_ankle_3d_y,left_ankle_3d_z,right_ankle_3d_x,right_ankle_3d_y,right_ankle_3d_z,activity_label
0,1.044498,0.733798,-0.0549095,0.857156,0.491218,-0.0460985,0.6924160000000001,0.276578,-0.0551934999999999,1.206306,0.480748,-0.0345604999999999,1.326586,0.259418,-0.0494054999999999,0.575806,0.091323,-0.1622255,1.415516,0.086028,-0.1771555,0.920947,0.005136,-0.0001735,1.079053,-0.005136,0.0001735,0.864926,-0.4734319999999999,0.0272125,1.103296,-0.465802,0.0300255,0.832506,-0.840782,0.0380515,1.118196,-0.8359620000000001,0.0524015,0
1,1.044394,0.7346875,-0.051308,0.856021,0.4917475,-0.045074,0.689631,0.2809575,-0.059448,1.206831,0.4805275,-0.031536,1.330771,0.2660175,-0.050772,0.5744010000000002,0.1115874999999999,-0.168459,1.420771,0.0976795,-0.184799,0.920901,0.0050875,-0.001023,1.079099,-0.0050875,0.0010229999999999,0.865071,-0.4723825,0.0282769999999999,1.103521,-0.4654824999999999,0.031452,0.834201,-0.8409225,0.040372,1.120261,-0.8366425,0.0544039999999999,0
2,1.044018,0.735383,-0.044964,0.855905,0.492133,-0.043891,0.686395,0.283803,-0.062634,1.208035,0.479663,-0.0284989999999999,1.341605,0.285033,-0.0560849999999999,0.571735,0.117533,-0.177334,1.426655,0.115323,-0.1918039999999999,0.920786,0.0050279999999999,-0.0018519999999999,1.079214,-0.0050279999999999,0.0018519999999999,0.866635,-0.472497,0.02971,1.104945,-0.4656869999999999,0.032606,0.836455,-0.841487,0.042321,1.122355,-0.838587,0.056388,0
3,1.0438185,0.7355765,-0.0404179999999999,0.8554275,0.4922964999999999,-0.042771,0.6856975000000001,0.2850065,-0.064343,1.2083675,0.4794265,-0.025076,1.3471375,0.2896165,-0.0570959999999999,0.5743575000000001,0.1205165,-0.1852329999999999,1.4294175,0.1198165,-0.1945529999999999,0.9208905,0.0049965,-0.0023199999999999,1.0791095,-0.0049965,0.00232,0.8671975000000001,-0.4715235,0.03069,1.1055175,-0.4656035,0.033913,0.8375875,-0.8415635,0.044311,1.1238075,-0.8391835,0.058075,0
4,1.043678,0.735568,-0.0366019999999999,0.8549790000000002,0.492658,-0.041554,0.685929,0.284988,-0.065705,1.208349,0.479588,-0.021999,1.350509,0.291098,-0.056796,0.5772390000000001,0.119968,-0.188445,1.431059,0.123788,-0.198515,0.920841,0.005149,-0.003546,1.079159,-0.005149,0.003546,0.867479,-0.467902,0.0307549999999999,1.1057579999999998,-0.465642,0.034885,0.839129,-0.841612,0.0462809999999999,1.125249,-0.840252,0.0597739999999999,0
5,1.0418355,0.7384430000000001,-0.028161,0.8539825,0.492693,-0.041674,0.6866625,0.283653,-0.070087,1.2055325,0.480173,-0.0189789999999999,1.3578225,0.290663,-0.060597,0.5921925,0.111663,-0.195427,1.4236225,0.1197029999999999,-0.205887,0.9210425,0.00492,-0.00433,1.0789575,-0.00492,0.00433,0.8681725,-0.468127,0.0312169999999999,1.1063565,-0.467907,0.03661,0.8404525,-0.8434269999999999,0.048204,1.1266925,-0.8415069999999999,0.06282,0
6,1.039783,0.7402415,-0.0215684999999999,0.853323,0.4924215,-0.0424045,0.697943,0.2722815,-0.0685855,1.202473,0.4809315,-0.0174425,1.347483,0.2894515,-0.0530554999999999,0.636483,0.0818595,-0.1877155,1.3886429999999998,0.0965085,-0.1775354999999999,0.921041,0.0044405,-0.0045144999999999,1.078959,-0.0044405,0.0045145,0.8693029999999999,-0.4675985,0.0332235,1.107221,-0.4690385,0.0383575,0.841303,-0.8426285,0.0508695,1.128053,-0.8414685,0.0652445,0
7,1.0393015,0.741533,-0.0229104999999999,0.8537224999999999,0.4915929999999999,-0.0420014999999999,0.7126325,0.2601929999999999,-0.0495745,1.2034325,0.4798829999999999,-0.0189785,1.3265525,0.2628729999999999,-0.0370514999999999,0.6575625,0.051447,-0.1513054999999999,1.3606825,0.067355,-0.1487554999999999,0.9211415,0.004441,-0.0038575,1.0788585,-0.004441,0.0038575,0.8696725000000001,-0.470317,0.0339145,1.1066115,-0.468287,0.0391665,0.8405825,-0.842357,0.0520995,1.1272525,-0.840947,0.0657895,0
8,1.0383245,0.7426940000000001,-0.0197825,0.8535315,0.4915239999999999,-0.0419265,0.7197614999999999,0.254534,-0.0458464999999999,1.2024615,0.4798139999999999,-0.0178145,1.3187415,0.258214,-0.0311035,0.6776515000000001,0.04006,-0.1419895,1.3408915,0.056256,-0.1349495,0.9211705,0.004378,-0.0039464999999999,1.0788295,-0.004378,0.0039464999999999,0.8700515,-0.470336,0.0348135,1.1067055,-0.468326,0.0403475,0.8409215,-0.842426,0.0539085,1.1277015,-0.8412459999999999,0.0675075,0
9,1.03737,0.7438205,-0.0169765,0.853389,0.4914905,-0.0418965,0.728119,0.2483705,-0.0408665,1.201309,0.4795805,-0.0175494999999999,1.309839,0.2524105,-0.0245775,0.699079,0.0261695,-0.1300355,1.319499,0.0433864999999999,-0.1189955,0.921208,0.0043485,-0.0038745,1.078792,-0.0043485,0.0038744999999999,0.8703290000000001,-0.4703695,0.0359015,1.106731,-0.4683794999999999,0.0415134999999999,0.8410790000000001,-0.8424495,0.0557535,1.127969,-0.8414595,0.0692395,0
